username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
JoeBiden;2019-05-17 19:40;1231;7182;"No one should be fired, denied a home or access to services because of who they are or who they love. But that’s not the reality for many LGBTQ Americans. Today’s historic passage of the # EqualityAct moves us one step closer to righting this wrong — the Senate should act now.";;;#;"1129532101605433345";https://twitter.com/JoeBiden/status/1129532101605433345
JoeBiden;2019-05-17 18:18;517;2259;"At the core of our campaign is the idea that we always do better when we act as one America. If we choose unity over division there’s nothing we can’t do. Tune in tomorrow at 1 PM ET to join us as we kick off our campaign in Philadelphia: http://JoeBiden.com/Live pic.twitter.com/p7YbYtSCYG";;;;"1129511411133108226";https://twitter.com/JoeBiden/status/1129511411133108226
JoeBiden;2019-05-17 15:22;229;1117;"Thank you to the @ NVAssemblyDems & @ NVSenateDems for their hard work — and the people of Nevada for making this a reality. The Silver State is in good hands with these women leading the way.https://twitter.com/nvassemblydems/status/1129410368843837440 …";;@ @;;"1129467118691373056";https://twitter.com/JoeBiden/status/1129467118691373056
JoeBiden;2019-05-16 20:29;1265;6274;"Our campaign is built on restoring the American idea, that all men and women are created equal. That’s why we’re basing our campaign in Philadelphia, Pennsylvania -- the birthplace of this great experiment, American democracy.pic.twitter.com/G1JPu0E5Jk";;;;"1129182201151676419";https://twitter.com/JoeBiden/status/1129182201151676419
JoeBiden;2019-05-16 19:15;319;1157;"Los EEUU fueron fundados con una simple frase: We the people. Nosotros el Pueblo. Me postulo para Presidente para unificar nuestro país y asegurar que alcancemos el ideal de nuestros fundadores. Únase este sábado en Filadelfia para lanzar nuestra campaña: http://JoeBiden.com/PhillyRally pic.twitter.com/kWlWwQzklI";;;;"1129163367762092033";https://twitter.com/JoeBiden/status/1129163367762092033
JoeBiden;2019-05-16 17:25;1701;8424;"I’m running for president to restore the soul of this nation, rebuild its backbone — the middle class, and unify all Americans. If you’re with me, join us as we launch our campaign in Philadelphia this Saturday: http://JoeBiden.com/PhillyRally pic.twitter.com/Ib7TWqFNUh";;;;"1129135685665984514";https://twitter.com/JoeBiden/status/1129135685665984514
JoeBiden;2019-05-15 16:25;384;2621;"It was good to be back in New Hampshire! Thank you to everyone who came out to join us in Hampton, Manchester, and Nashua.pic.twitter.com/EEQeowo1yG";;;;"1128758197869850624";https://twitter.com/JoeBiden/status/1128758197869850624
JoeBiden;2019-05-15 15:00;929;5154;"Thank you to the hundreds of people who joined us yesterday in the cold and rain in Nashua, NH. Our political system is broken, but I’m more optimistic about America’s chances today than I have ever been. If we come together and remember who we are, there’s nothing we can’t do.pic.twitter.com/3xwB6lPnDc";;;;"1128736808114765824";https://twitter.com/JoeBiden/status/1128736808114765824
JoeBiden;2019-05-15 10:31;11379;49457;"Republicans in AL, FL, GA, and OH are ushering in laws that clearly violate Roe v Wade and they should be declared unconstitutional. Roe v Wade is settled law and should not be overturned. This choice should remain between a woman and her doctor.";;;;"1128669112698380294";https://twitter.com/JoeBiden/status/1128669112698380294
JoeBiden;2019-05-14 19:15;1368;5987;"Everyone deserves to be treated with dignity and respect under the law—regardless of who they are or who they love. Now is not the time to back down. We must stand up to this Administration's intolerance and ensure America lives up to our founding ideals.https://www.washingtonblade.com/2019/05/13/exclusive-trump-comes-out-against-equality-act/ …";;;;"1128438592022425600";https://twitter.com/JoeBiden/status/1128438592022425600
JoeBiden;2019-05-14 15:40;1086;4146;"We simply cannot accept that the number of uninsured Americans is growing. We need to defend the Affordable Care Act and build upon the progress we made to ensure every American has access to high quality, affordable health care.https://www.usatoday.com/story/news/nation/2019/05/09/health-insurance-1-1-million-more-americans-lost-coverage-2018/1140304001/ …";;;;"1128384484867371008";https://twitter.com/JoeBiden/status/1128384484867371008
JoeBiden;2019-05-13 16:33;1856;9358;"This Saturday, we’re officially launching our campaign to unite this country in Philadelphia — the city that first brought our nation together over 200 years ago. We’d love to see you there, head to http://JoeBiden.com/PhillyRally  to RSVP and learn more.pic.twitter.com/feuLM8WnAN";;;;"1128035443918954496";https://twitter.com/JoeBiden/status/1128035443918954496
JoeBiden;2019-05-13 12:22;1060;3695;"Every American should be encouraged to exercise their right to vote. I stand with @ JeanneShaheen in opposing the voter suppression law that makes it harder for students in New Hampshire to participate in our political process. This law should be overturned.https://twitter.com/JeanneShaheen/status/1120296473906819072 …";;@;;"1127972346416041984";https://twitter.com/JoeBiden/status/1127972346416041984
JoeBiden;2019-05-12 18:08;615;2943;"Join us in Philadelphia on Saturday, May 18th, as we officially launch our campaign! Head to http://JoeBiden.com/PhillyRally  to RSVP today.";;;;"1127696954689896448";https://twitter.com/JoeBiden/status/1127696954689896448
JoeBiden;2019-05-12 16:12;252;1277;"Our campaign starts at the local level. Neighbors talking with neighbors, communities coming together—that’s how we’ll change the country. That’s why we’re organizing watch parties all across this nation to launch our campaign. Sign up to host yours today.http://JoeBiden.com/Host";;;;"1127667762682376192";https://twitter.com/JoeBiden/status/1127667762682376192
JoeBiden;2019-05-12 14:03;506;2537;"New Hampshire, we’re heading to Manchester tomorrow and we’d love to see you there! Head to https://www.mobilize.us/joebiden/event/92127/ … to RSVP.";;;;"1127635298500800512";https://twitter.com/JoeBiden/status/1127635298500800512
JoeBiden;2019-05-12 10:28;3393;38324;"My mom was an incredible woman, and I miss her. She would always tell us that “courage is the greatest virtue, because without courage you cannot love with abandon.” She lived her life that way, loving us with abandon. I want to wish every mother out there a Happy Mother’s Day.pic.twitter.com/zlpNBjY79g";;;;"1127581192444882945";https://twitter.com/JoeBiden/status/1127581192444882945
JoeBiden;2019-05-11 18:18;685;3221;"# TeamJoe is hosting house parties across the country to help kick off our campaign. RSVP at http://JoeBiden.com/Events  to attend a watch party in your community.";;;#;"1127337088418963456";https://twitter.com/JoeBiden/status/1127337088418963456
JoeBiden;2019-05-10 17:45;365;1871;"New Hampshire, we’re taking our campaign your way next week! Head to http://JoeBiden.com/Events  to find an event near you.";;;;"1126966390680723456";https://twitter.com/JoeBiden/status/1126966390680723456
JoeBiden;2019-05-10 16:24;230;1009;"Can’t make it to Philadelphia for our kickoff rally on Saturday, May 18th? Visit http://JoeBiden.com/Events  to attend a watch party in your community. # BidenForPresident";;;#;"1126946006505930752";https://twitter.com/JoeBiden/status/1126946006505930752
JoeBiden;2019-05-10 14:21;433;4433;"We need policies that reflect this urgency. I'll have more specifics on how America can lead on climate in the coming weeks.";;;;"1126915077653827585";https://twitter.com/JoeBiden/status/1126915077653827585
JoeBiden;2019-05-10 14:21;2021;13861;"I’m proud to have been one of the first to introduce climate change legislation. What I fought for in 1986 is more important than ever — climate change is an existential threat. Now. Today.";;;;"1126915076764647424";https://twitter.com/JoeBiden/status/1126915076764647424
JoeBiden;2019-05-09 18:06;600;2955;"Our movement’s strength is rooted in communities all across this country. That’s why we’re bringing together # TeamJoe to officially kick off our campaign. Sign up to help by hosting a watch party in your community at http://JoeBiden.com/host .pic.twitter.com/sAFac86Nex";;;#;"1126609288116547591";https://twitter.com/JoeBiden/status/1126609288116547591
JoeBiden;2019-05-09 14:28;630;3040;"It’s time we restore the great American middle class that built this country. That starts with making a $15 minimum wage the law of the land, ensuring health care is a right not a privilege, and creating a tax code that rewards work, not just wealth.pic.twitter.com/6w9DZZoGSJ";;;;"1126554426553008129";https://twitter.com/JoeBiden/status/1126554426553008129
JoeBiden;2019-05-09 11:35;243;1536;"Thanks to my friend, Mayor @ EricGarcetti for the tacos yesterday in Los Angeles. I’ll be back soon and the ice cream is on me.https://twitter.com/ericgarcetti/status/1126304632383213568 …";;@;;"1126510889769865216";https://twitter.com/JoeBiden/status/1126510889769865216
JoeBiden;2019-05-08 17:53;564;5069;"I’m proud to stand with Uber and Lyft drivers across the country today. Every worker in this country deserves to be treated with dignity and respect.";;;;"1126243628148350976";https://twitter.com/JoeBiden/status/1126243628148350976
JoeBiden;2019-05-08 16:40;314;1477;"We’re officially kicking off our campaign with a rally in Philadelphia on Saturday, May 18th! RSVP to join us by heading to http://JoeBiden.com/PhillyRally .";;;;"1126225257961021440";https://twitter.com/JoeBiden/status/1126225257961021440
JoeBiden;2019-05-08 14:27;850;6442;"We must remember Kendrick's name and sacrifice. We must ensure his legacy lives in our shared commitment to stopping these tragedies. Children shouldn’t fear going to school and parents shouldn't need to rely on the uncommon courage of an 18-year-old hero to keep their kids safe.";;;;"1126191971754807301";https://twitter.com/JoeBiden/status/1126191971754807301
JoeBiden;2019-05-08 14:27;2315;15799;"Kendrick Castillo will not collect his high school diploma this week because he gave his life trying to protect his classmates from another senseless act of violence in an American school yesterday. My heart goes out to his family and all those affected by yesterday's shooting.";;;;"1126191970865614849";https://twitter.com/JoeBiden/status/1126191970865614849
JoeBiden;2019-05-07 20:57;1160;5479;"One year ago, this Administration began ripping apart immigrant families. Putting children in cages. As I told @ Astrid_NV and other brave activists today, we can fix our broken immigration system without tossing aside our values.pic.twitter.com/zYCz1PViOX";;@;;"1125927566974619648";https://twitter.com/JoeBiden/status/1125927566974619648
JoeBiden;2019-05-07 14:16;416;2559;"I’m so inspired by @ DrBiden for her dedication to educating future generations. Happy # TeacherAppreciationDay to all the hardworking educators out there!https://twitter.com/DrBiden/status/1125776120996085760 …";;@;#;"1125826631245926408";https://twitter.com/JoeBiden/status/1125826631245926408
JoeBiden;2019-05-07 13:46;246;1359;"Folks, we’re getting ready for our event this afternoon in Nevada and we’d love to see you there! RSVP at:https://www.mobilize.us/joebiden/event/91903/ …";;;;"1125819080919769094";https://twitter.com/JoeBiden/status/1125819080919769094
JoeBiden;2019-05-06 19:36;6;45;"Hey Rocco, happy 9th birthday! Sorry I missed the party. I hope you got some ice cream with that # Biden2020 cookie.";;;#;"1125544863305433091";https://twitter.com/JoeBiden/status/1125544863305433091
JoeBiden;2019-05-06 18:35;1036;15530;"Congratulations to the Duke and Duchess of Sussex, Prince Harry and Meghan Markle, on the birth of their baby boy! The truth is there’s no better job than being a parent. Jill and I wish you the best of luck on your next chapter.";;;;"1125529422205816834";https://twitter.com/JoeBiden/status/1125529422205816834
JoeBiden;2019-05-06 17:38;476;3184;"On Saturday, Jill and I visited Columbia, South Carolina, to discuss how we’ll build an inclusive middle class where everyone — regardless of race, gender, sexual orientation, religion or disability — comes along. Thank you to everyone who joined us, we’ll be back soon!pic.twitter.com/jly3piXzPE";;;;"1125515077564502016";https://twitter.com/JoeBiden/status/1125515077564502016
JoeBiden;2019-05-06 16:28;232;1166;"Nevada, we’re taking our campaign to Henderson tomorrow, May 7th! Head to https://www.mobilize.us/joebiden/event/91903/?force_banner=true&share_context=event-detail-page-modal&share_medium=copy_link … to RSVP and come join us.";;;;"1125497461785616386";https://twitter.com/JoeBiden/status/1125497461785616386
JoeBiden;2019-05-05 20:31;1779;15237;"On this first day of Ramadan, Jill and I wish peace and happiness to Muslims around the world celebrating the holy month. Ramadan Kareem.";;;;"1125196320816467969";https://twitter.com/JoeBiden/status/1125196320816467969
JoeBiden;2019-05-05 19:17;614;3757;"Our country may seem more divided than ever, but I know our best days are still ahead. It’s time we lift our heads up and remember who we are. If you’re ready to get to work, join our campaign today.https://joebiden.com/join/";;;;"1125177603780825089";https://twitter.com/JoeBiden/status/1125177603780825089
JoeBiden;2019-05-05 15:04;909;5241;"We’re in the battle for the soul of this nation, but I’ve never been more optimistic about our future. If we work together, I know we can get this country back on track. Join our campaign: https://joebiden.com/join/";;;;"1125113934619406337";https://twitter.com/JoeBiden/status/1125113934619406337
JoeBiden;2019-05-05 13:46;314;1428;"America is an idea that has grown stronger through the unique contributions of Latinos. @ latinovictoryus works tirelessly to empower the community — congrats on 5 years.https://twitter.com/latinovictoryus/status/1125051891228999680 …";;@;;"1125094498927878144";https://twitter.com/JoeBiden/status/1125094498927878144
JoeBiden;2019-05-05 12:54;214;997;"We’re kicking off this campaign on May 18th—and we need # TeamJoe’s help. Sign up to host a house party to tune in with your friends and family: https://www.mobilize.us/joebiden/event/create/ …pic.twitter.com/csz3BwPlns";;;#;"1125081222420533249";https://twitter.com/JoeBiden/status/1125081222420533249
